h1|h2|h3|ind|
"Mercado de trabajo"|"ERTES"|"Afectados por ERTES según tipo, sección de actividad y sexo"|"Afectados mujeres por ERTES por extinción: N.- Actividades administrativas y servicios auxiliares."|
"Mercado de trabajo"|"ERTES"|"Afectados por ERTES según tipo, sección de actividad y sexo"|"Afectados mujeres por ERTES por extinción: O.- Administración pública y defensa; Seguridad Social obligatoria."|
"Mercado de trabajo"|"ERTES"|"Afectados por ERTES según tipo, sección de actividad y sexo"|"Afectados mujeres por ERTES por extinción: P.- Educación."|
"Mercado de trabajo"|"ERTES"|"Afectados por ERTES según tipo, sección de actividad y sexo"|"Afectados mujeres por ERTES por extinción: Q.- Actividades sanitarias y de Servicios Sociales."|
"Mercado de trabajo"|"ERTES"|"Afectados por ERTES según tipo, sección de actividad y sexo"|"Afectados mujeres por ERTES por extinción: R.- Actividades artísticas, recreativas y de entretenimiento."|
"Mercado de trabajo"|"ERTES"|"Afectados por ERTES según tipo, sección de actividad y sexo"|"Afectados mujeres por ERTES por extinción: S.- Otros servicios."|
"Mercado de trabajo"|"ERTES"|"Afectados por ERTES según tipo, sección de actividad y sexo"|"Afectados mujeres por ERTES por extinción: T.- Actividades de los hogares como empleadores de personal doméstico; Actividades de los hogares como productores de bienes y servicios para uso propio."|
"Mercado de trabajo"|"ERTES"|"Afectados por ERTES según tipo, sección de actividad y sexo"|"Afectados mujeres por ERTES por extinción: U.- Actividades de organizaciones y organismos extraterritoriales."|
"Mercado de trabajo"|"ERTES"|"Expedientes de ERTE solicitados por sección de actividad"|"Expedientes de ERTE solicitados de: A.- Agricultaura, Ganadería, Silvicultura y Pesca"|
"Mercado de trabajo"|"ERTES"|"Expedientes de ERTE solicitados por sección de actividad"|"Expedientes de ERTE solicitados de: B.- Industrias extractivas"|
"Mercado de trabajo"|"ERTES"|"Expedientes de ERTE solicitados por sección de actividad"|"Expedientes de ERTE solicitados de: C.- Industria manufacturera"|
"Mercado de trabajo"|"ERTES"|"Expedientes de ERTE solicitados por sección de actividad"|"Expedientes de ERTE solicitados de: D.- Suministro de energía eléctrica, gas, vapor y aire acondicionado."|
"Mercado de trabajo"|"ERTES"|"Expedientes de ERTE solicitados por sección de actividad"|"Expedientes de ERTE solicitados de: E.- Suministro de agua, Actividades de saneamiento, Gestión de residuos y descontaminación."|
"Mercado de trabajo"|"ERTES"|"Expedientes de ERTE solicitados por sección de actividad"|"Expedientes de ERTE solicitados de: F.- Construcción."|
"Mercado de trabajo"|"ERTES"|"Expedientes de ERTE solicitados por sección de actividad"|"Expedientes de ERTE solicitados de: G.- Comercio al por mayor y al por menor, Reparación de vehículos de motor y motocicletas."|
"Mercado de trabajo"|"ERTES"|"Expedientes de ERTE solicitados por sección de actividad"|"Expedientes de ERTE solicitados de: H.- Transporte y almacenamiento."|
"Mercado de trabajo"|"ERTES"|"Expedientes de ERTE solicitados por sección de actividad"|"Expedientes de ERTE solicitados de: I.- Hostelería."|
"Mercado de trabajo"|"ERTES"|"Expedientes de ERTE solicitados por sección de actividad"|"Expedientes de ERTE solicitados de: J.- Información y Comunicaciones."|
"Mercado de trabajo"|"ERTES"|"Expedientes de ERTE solicitados por sección de actividad"|"Expedientes de ERTE solicitados de: K.- Actividades financieras y de seguros."|
"Mercado de trabajo"|"ERTES"|"Expedientes de ERTE solicitados por sección de actividad"|"Expedientes de ERTE solicitados de: L.- Actividades inmobiliarias."|
"Mercado de trabajo"|"ERTES"|"Expedientes de ERTE solicitados por sección de actividad"|"Expedientes de ERTE solicitados de: M.- Actividades profesionales, científicas y técnicas."|
"Mercado de trabajo"|"ERTES"|"Expedientes de ERTE solicitados por sección de actividad"|"Expedientes de ERTE solicitados de: N.- Actividades administrativas y servicios auxiliares."|
"Mercado de trabajo"|"ERTES"|"Expedientes de ERTE solicitados por sección de actividad"|"Expedientes de ERTE solicitados de: O.- Administración pública y defensa; Seguridad Social obligatoria."|
"Mercado de trabajo"|"ERTES"|"Expedientes de ERTE solicitados por sección de actividad"|"Expedientes de ERTE solicitados de: P.- Educación."|
"Mercado de trabajo"|"ERTES"|"Expedientes de ERTE solicitados por sección de actividad"|"Expedientes de ERTE solicitados de: Q.- Actividades sanitarias y de Servicios Sociales."|
"Mercado de trabajo"|"ERTES"|"Expedientes de ERTE solicitados por sección de actividad"|"Expedientes de ERTE solicitados de: R.- Actividades artísticas, recreativas y de entretenimiento."|
"Mercado de trabajo"|"ERTES"|"Expedientes de ERTE solicitados por sección de actividad"|"Expedientes de ERTE solicitados de: S.- Otros servicios."|
"Mercado de trabajo"|"ERTES"|"Expedientes de ERTE solicitados por sección de actividad"|"Expedientes de ERTE solicitados de: T.- Actividades de los hogares como empleadores de personal doméstico; Actividades de los hogares como productores de bienes y servicios para uso propio."|
"Mercado de trabajo"|"ERTES"|"Expedientes de ERTE solicitados por sección de actividad"|"Expedientes de ERTE solicitados de: U.- Actividades de organizaciones y organismos extraterritoriales."|
"Mercado de trabajo"|"ERTES"|"Expedientes de ERTE solicitados por sección de actividad"|"Expedientes de ERTE solicitados por suspensión: A.- Agricultaura, Ganadería, Silvicultura y Pesca"|
"Mercado de trabajo"|"ERTES"|"Expedientes de ERTE solicitados por sección de actividad"|"Expedientes de ERTE solicitados por suspensión: B.- Industrias extractivas"|
"Mercado de trabajo"|"ERTES"|"Expedientes de ERTE solicitados por sección de actividad"|"Expedientes de ERTE solicitados por suspensión: C.- Industria manufacturera"|
"Mercado de trabajo"|"ERTES"|"Expedientes de ERTE solicitados por sección de actividad"|"Expedientes de ERTE solicitados por suspensión: D.- Suministro de energía eléctrica, gas, vapor y aire acondicionado."|
"Mercado de trabajo"|"ERTES"|"Expedientes de ERTE solicitados por sección de actividad"|"Expedientes de ERTE solicitados por suspensión: E.- Suministro de agua, Actividades de saneamiento, Gestión de residuos y descontaminación."|
"Mercado de trabajo"|"ERTES"|"Expedientes de ERTE solicitados por sección de actividad"|"Expedientes de ERTE solicitados por suspensión: F.- Construcción."|
"Mercado de trabajo"|"ERTES"|"Expedientes de ERTE solicitados por sección de actividad"|"Expedientes de ERTE solicitados por suspensión: G.- Comercio al por mayor y al por menor, Reparación de vehículos de motor y motocicletas."|
"Mercado de trabajo"|"ERTES"|"Expedientes de ERTE solicitados por sección de actividad"|"Expedientes de ERTE solicitados por suspensión: H.- Transporte y almacenamiento."|
"Mercado de trabajo"|"ERTES"|"Expedientes de ERTE solicitados por sección de actividad"|"Expedientes de ERTE solicitados por suspensión: I.- Hostelería."|
"Mercado de trabajo"|"ERTES"|"Expedientes de ERTE solicitados por sección de actividad"|"Expedientes de ERTE solicitados por suspensión: J.- Información y Comunicaciones."|
"Mercado de trabajo"|"ERTES"|"Expedientes de ERTE solicitados por sección de actividad"|"Expedientes de ERTE solicitados por suspensión: K.- Actividades financieras y de seguros."|
"Mercado de trabajo"|"ERTES"|"Expedientes de ERTE solicitados por sección de actividad"|"Expedientes de ERTE solicitados por suspensión: L.- Actividades inmobiliarias."|
"Mercado de trabajo"|"ERTES"|"Expedientes de ERTE solicitados por sección de actividad"|"Expedientes de ERTE solicitados por suspensión: M.- Actividades profesionales, científicas y técnicas."|
"Mercado de trabajo"|"ERTES"|"Expedientes de ERTE solicitados por sección de actividad"|"Expedientes de ERTE solicitados por suspensión: N.- Actividades administrativas y servicios auxiliares."|
"Mercado de trabajo"|"ERTES"|"Expedientes de ERTE solicitados por sección de actividad"|"Expedientes de ERTE solicitados por suspensión: O.- Administración pública y defensa; Seguridad Social obligatoria."|
"Mercado de trabajo"|"ERTES"|"Expedientes de ERTE solicitados por sección de actividad"|"Expedientes de ERTE solicitados por suspensión: P.- Educación."|
"Mercado de trabajo"|"ERTES"|"Expedientes de ERTE solicitados por sección de actividad"|"Expedientes de ERTE solicitados por suspensión: Q.- Actividades sanitarias y de Servicios Sociales."|
"Mercado de trabajo"|"ERTES"|"Expedientes de ERTE solicitados por sección de actividad"|"Expedientes de ERTE solicitados por suspensión: R.- Actividades artísticas, recreativas y de entretenimiento."|
"Mercado de trabajo"|"ERTES"|"Expedientes de ERTE solicitados por sección de actividad"|"Expedientes de ERTE solicitados por suspensión: S.- Otros servicios."|
"Mercado de trabajo"|"ERTES"|"Expedientes de ERTE solicitados por sección de actividad"|"Expedientes de ERTE solicitados por suspensión: T.- Actividades de los hogares como empleadores de personal doméstico; Actividades de los hogares como productores de bienes y servicios para uso propio."|
"Mercado de trabajo"|"ERTES"|"Expedientes de ERTE solicitados por sección de actividad"|"Expedientes de ERTE solicitados por suspensión: U.- Actividades de organizaciones y organismos extraterritoriales."|
"Mercado de trabajo"|"ERTES"|"Expedientes de ERTE solicitados por sección de actividad"|"Expedientes de ERTE solicitados por reducción: A.- Agricultaura, Ganadería, Silvicultura y Pesca"|
"Mercado de trabajo"|"ERTES"|"Expedientes de ERTE solicitados por sección de actividad"|"Expedientes de ERTE solicitados por reducción: B.- Industrias extractivas"|
"Mercado de trabajo"|"ERTES"|"Expedientes de ERTE solicitados por sección de actividad"|"Expedientes de ERTE solicitados por reducción: C.- Industria manufacturera"|
"Mercado de trabajo"|"ERTES"|"Expedientes de ERTE solicitados por sección de actividad"|"Expedientes de ERTE solicitados por reducción: D.- Suministro de energía eléctrica, gas, vapor y aire acondicionado."|
"Mercado de trabajo"|"ERTES"|"Expedientes de ERTE solicitados por sección de actividad"|"Expedientes de ERTE solicitados por reducción: E.- Suministro de agua, Actividades de saneamiento, Gestión de residuos y descontaminación."|
"Mercado de trabajo"|"ERTES"|"Expedientes de ERTE solicitados por sección de actividad"|"Expedientes de ERTE solicitados por reducción: F.- Construcción."|
"Mercado de trabajo"|"ERTES"|"Expedientes de ERTE solicitados por sección de actividad"|"Expedientes de ERTE solicitados por reducción: G.- Comercio al por mayor y al por menor, Reparación de vehículos de motor y motocicletas."|
"Mercado de trabajo"|"ERTES"|"Expedientes de ERTE solicitados por sección de actividad"|"Expedientes de ERTE solicitados por reducción: H.- Transporte y almacenamiento."|
"Mercado de trabajo"|"ERTES"|"Expedientes de ERTE solicitados por sección de actividad"|"Expedientes de ERTE solicitados por reducción: I.- Hostelería."|
"Mercado de trabajo"|"ERTES"|"Expedientes de ERTE solicitados por sección de actividad"|"Expedientes de ERTE solicitados por reducción: J.- Información y Comunicaciones."|
"Mercado de trabajo"|"ERTES"|"Expedientes de ERTE solicitados por sección de actividad"|"Expedientes de ERTE solicitados por reducción: K.- Actividades financieras y de seguros."|
"Mercado de trabajo"|"ERTES"|"Expedientes de ERTE solicitados por sección de actividad"|"Expedientes de ERTE solicitados por reducción: L.- Actividades inmobiliarias."|
"Mercado de trabajo"|"ERTES"|"Expedientes de ERTE solicitados por sección de actividad"|"Expedientes de ERTE solicitados por reducción: M.- Actividades profesionales, científicas y técnicas."|
"Mercado de trabajo"|"ERTES"|"Expedientes de ERTE solicitados por sección de actividad"|"Expedientes de ERTE solicitados por reducción: N.- Actividades administrativas y servicios auxiliares."|
"Mercado de trabajo"|"ERTES"|"Expedientes de ERTE solicitados por sección de actividad"|"Expedientes de ERTE solicitados por reducción: O.- Administración pública y defensa; Seguridad Social obligatoria."|
"Mercado de trabajo"|"ERTES"|"Expedientes de ERTE solicitados por sección de actividad"|"Expedientes de ERTE solicitados por reducción: P.- Educación."|
"Mercado de trabajo"|"ERTES"|"Expedientes de ERTE solicitados por sección de actividad"|"Expedientes de ERTE solicitados por reducción: Q.- Actividades sanitarias y de Servicios Sociales."|
"Mercado de trabajo"|"ERTES"|"Expedientes de ERTE solicitados por sección de actividad"|"Expedientes de ERTE solicitados por reducción: R.- Actividades artísticas, recreativas y de entretenimiento."|
"Mercado de trabajo"|"ERTES"|"Expedientes de ERTE solicitados por sección de actividad"|"Expedientes de ERTE solicitados por reducción: S.- Otros servicios."|
"Mercado de trabajo"|"ERTES"|"Expedientes de ERTE solicitados por sección de actividad"|"Expedientes de ERTE solicitados por reducción: T.- Actividades de los hogares como empleadores de personal doméstico; Actividades de los hogares como productores de bienes y servicios para uso propio."|
"Mercado de trabajo"|"ERTES"|"Expedientes de ERTE solicitados por sección de actividad"|"Expedientes de ERTE solicitados por reducción: U.- Actividades de organizaciones y organismos extraterritoriales."|
"Mercado de trabajo"|"ERTES"|"Expedientes de ERTE solicitados por sección de actividad"|"Expedientes de ERTE solicitados por extinción: A.- Agricultaura, Ganadería, Silvicultura y Pesca"|
"Mercado de trabajo"|"ERTES"|"Expedientes de ERTE solicitados por sección de actividad"|"Expedientes de ERTE solicitados por extinción: B.- Industrias extractivas"|
"Mercado de trabajo"|"ERTES"|"Expedientes de ERTE solicitados por sección de actividad"|"Expedientes de ERTE solicitados por extinción: C.- Industria manufacturera"|
"Mercado de trabajo"|"ERTES"|"Expedientes de ERTE solicitados por sección de actividad"|"Expedientes de ERTE solicitados por extinción: D.- Suministro de energía eléctrica, gas, vapor y aire acondicionado."|
"Mercado de trabajo"|"ERTES"|"Expedientes de ERTE solicitados por sección de actividad"|"Expedientes de ERTE solicitados por extinción: E.- Suministro de agua, Actividades de saneamiento, Gestión de residuos y descontaminación."|
"Mercado de trabajo"|"ERTES"|"Expedientes de ERTE solicitados por sección de actividad"|"Expedientes de ERTE solicitados por extinción: F.- Construcción."|
"Mercado de trabajo"|"ERTES"|"Expedientes de ERTE solicitados por sección de actividad"|"Expedientes de ERTE solicitados por extinción: G.- Comercio al por mayor y al por menor, Reparación de vehículos de motor y motocicletas."|
"Mercado de trabajo"|"ERTES"|"Expedientes de ERTE solicitados por sección de actividad"|"Expedientes de ERTE solicitados por extinción: H.- Transporte y almacenamiento."|
"Mercado de trabajo"|"ERTES"|"Expedientes de ERTE solicitados por sección de actividad"|"Expedientes de ERTE solicitados por extinción: I.- Hostelería."|
"Mercado de trabajo"|"ERTES"|"Expedientes de ERTE solicitados por sección de actividad"|"Expedientes de ERTE solicitados por extinción: J.- Información y Comunicaciones."|
"Mercado de trabajo"|"ERTES"|"Expedientes de ERTE solicitados por sección de actividad"|"Expedientes de ERTE solicitados por extinción: K.- Actividades financieras y de seguros."|
"Mercado de trabajo"|"ERTES"|"Expedientes de ERTE solicitados por sección de actividad"|"Expedientes de ERTE solicitados por extinción: L.- Actividades inmobiliarias."|
"Mercado de trabajo"|"ERTES"|"Expedientes de ERTE solicitados por sección de actividad"|"Expedientes de ERTE solicitados por extinción: M.- Actividades profesionales, científicas y técnicas."|
"Mercado de trabajo"|"ERTES"|"Expedientes de ERTE solicitados por sección de actividad"|"Expedientes de ERTE solicitados por extinción: N.- Actividades administrativas y servicios auxiliares."|
"Mercado de trabajo"|"ERTES"|"Expedientes de ERTE solicitados por sección de actividad"|"Expedientes de ERTE solicitados por extinción: O.- Administración pública y defensa; Seguridad Social obligatoria."|
"Mercado de trabajo"|"ERTES"|"Expedientes de ERTE solicitados por sección de actividad"|"Expedientes de ERTE solicitados por extinción: P.- Educación."|
"Mercado de trabajo"|"ERTES"|"Expedientes de ERTE solicitados por sección de actividad"|"Expedientes de ERTE solicitados por extinción: Q.- Actividades sanitarias y de Servicios Sociales."|
"Mercado de trabajo"|"ERTES"|"Expedientes de ERTE solicitados por sección de actividad"|"Expedientes de ERTE solicitados por extinción: R.- Actividades artísticas, recreativas y de entretenimiento."|
"Mercado de trabajo"|"ERTES"|"Expedientes de ERTE solicitados por sección de actividad"|"Expedientes de ERTE solicitados por extinción: S.- Otros servicios."|
"Mercado de trabajo"|"ERTES"|"Expedientes de ERTE solicitados por sección de actividad"|"Expedientes de ERTE solicitados por extinción: T.- Actividades de los hogares como empleadores de personal doméstico; Actividades de los hogares como productores de bienes y servicios para uso propio."|
"Mercado de trabajo"|"ERTES"|"Expedientes de ERTE solicitados por sección de actividad"|"Expedientes de ERTE solicitados por extinción: U.- Actividades de organizaciones y organismos extraterritoriales."|
"Mercado de trabajo"|"Siniestralidad laboral (en jornada de trabajo)"|"-"|"Accidentes en jornada laboral con baja"|
"Mercado de trabajo"|"Siniestralidad laboral (en jornada de trabajo)"|"-"|"Accidentes jornada laboral con baja por sexo: Hombres"|
"Mercado de trabajo"|"Siniestralidad laboral (en jornada de trabajo)"|"-"|"Accidentes en jornada laboral con baja por sexo: Mujeres"|
"Mercado de trabajo"|"Siniestralidad laboral (en jornada de trabajo)"|"-"|"Accidentes en jornada laboral con baja por sector: Agricultura, ganadería y pesca"|
"Mercado de trabajo"|"Siniestralidad laboral (en jornada de trabajo)"|"-"|"Accidentes en jornada laboral con baja por sector: Industria"|
"Mercado de trabajo"|"Siniestralidad laboral (en jornada de trabajo)"|"-"|"Accidentes en jornada laboral con baja por sector: Construcción"|
"Mercado de trabajo"|"Siniestralidad laboral (en jornada de trabajo)"|"-"|"Accidentes en jornada laboral con baja por sector: Servicios"|
"Mercado de trabajo"|"Siniestralidad laboral (en jornada de trabajo)"|"-"|"Accidentes en jornada laboral con baja por gravedad: Leves"|
"Mercado de trabajo"|"Siniestralidad laboral (en jornada de trabajo)"|"-"|"Accidentes en jornada laboral con baja por gravedad: Graves"|
"Mercado de trabajo"|"Siniestralidad laboral (en jornada de trabajo)"|"-"|"Accidentes en jornada laboral con baja por gravedad: Mortales"|
"Establecimientos y empresas"|"Establecimientos"|"Establecimientos y empleo"|"Establecimientos2"|
"Establecimientos y empresas"|"Establecimientos"|"Establecimientos y empleo"|"Tamaño medio de los establecimientos (trabajadores)"|
"Establecimientos y empresas"|"Establecimientos"|"Establecimientos y empleo"|"Tamaño medio de los establecimientos industriales (trabajadores)"|
"Establecimientos y empresas"|"Establecimientos"|"Establecimientos y empleo"|"Saldo neto de establecimientos (‰ habitantes)"|
"Establecimientos y empresas"|"Establecimientos"|"Establecimientos y empleo"|"Tasa de creación de nuevos establecimientos (‰ habitantes)"|
"Establecimientos y empresas"|"Establecimientos"|"Establecimientos y empleo"|"Empleo en establecimientos"|
"Establecimientos y empresas"|"Establecimientos"|"Establecimientos y empleo"|"Variación interanual de la cifra de empleo"|
"Establecimientos y empresas"|"Establecimientos"|"Establecimientos y empleo"|"% Empleo generado por las microempresas (menos de 10 trabajadores)"|
"Establecimientos y empresas"|"Establecimientos"|"Establecimientos por actividad"|"Establecimientos por actividad: Agricultura, ganadería y pesca"|
"Establecimientos y empresas"|"Establecimientos"|"Establecimientos por actividad"|"Establecimientos por actividad: Industria y energía"|
"Establecimientos y empresas"|"Establecimientos"|"Establecimientos por actividad"|"Establecimientos por actividad: Construcción"|
"Establecimientos y empresas"|"Establecimientos"|"Establecimientos por actividad"|"Establecimientos por actividad: Comercio, transporte y hostelería"|
"Establecimientos y empresas"|"Establecimientos"|"Establecimientos por actividad"|"Establecimientos por actividad: Información y comunicaciones"|
"Establecimientos y empresas"|"Establecimientos"|"Establecimientos por actividad"|"Establecimientos por actividad: Actividades financieras y seguros"|
"Establecimientos y empresas"|"Establecimientos"|"Establecimientos por actividad"|"Establecimientos por actividad: Actividades inmobiliarias"|
"Establecimientos y empresas"|"Establecimientos"|"Establecimientos por actividad"|"Establecimientos por actividad: Actividades profesionales"|
"Establecimientos y empresas"|"Establecimientos"|"Establecimientos por actividad"|"Establecimientos por actividad: Adm pública, educación y sanidad"|
"Establecimientos y empresas"|"Establecimientos"|"Establecimientos por actividad"|"Establecimientos por actividad: Otras actividades de servicios"|
"Establecimientos y empresas"|"Establecimientos"|"Establecimientos por actividad"|"% Establecimientos por actividad: Agricultura, ganadería y pesca"|
"Establecimientos y empresas"|"Establecimientos"|"Establecimientos por actividad"|"% Establecimientos por actividad: Industria y energía"|
"Establecimientos y empresas"|"Establecimientos"|"Establecimientos por actividad"|"% Establecimientos por actividad: Construcción"|
"Establecimientos y empresas"|"Establecimientos"|"Establecimientos por actividad"|"% Establecimientos por actividad: Comercio, transporte y hostelería"|
"Establecimientos y empresas"|"Establecimientos"|"Establecimientos por actividad"|"% Establecimientos por actividad: Información y comunicaciones"|
"Establecimientos y empresas"|"Establecimientos"|"Establecimientos por actividad"|"% Establecimientos por actividad: Actividades financieras y seguros"|
"Establecimientos y empresas"|"Establecimientos"|"Establecimientos por actividad"|"% Establecimientos por actividad: Actividades inmobiliarias"|
"Establecimientos y empresas"|"Establecimientos"|"Establecimientos por actividad"|"% Establecimientos por actividad: Actividades profesionales"|
"Establecimientos y empresas"|"Establecimientos"|"Establecimientos por actividad"|"% Establecimientos por actividad: Adm pública, educación y sanidad"|
"Establecimientos y empresas"|"Establecimientos"|"Establecimientos por actividad"|"% Establecimientos por actividad: Otras actividades de servicios"|
"Establecimientos y empresas"|"Establecimientos"|"Establecimientos por número de trabajadores"|"Establecimientos entre 0 y 2 trabajadores"|
"Establecimientos y empresas"|"Establecimientos"|"Establecimientos por número de trabajadores"|"Establecimientos entre 3 y 5 trabajadores"|
"Establecimientos y empresas"|"Establecimientos"|"Establecimientos por número de trabajadores"|"Establecimientos entre 6 y 9 trabajadores"|
"Establecimientos y empresas"|"Establecimientos"|"Establecimientos por número de trabajadores"|"Establecimientos entre 10 y 19 trabajadores"|
"Establecimientos y empresas"|"Establecimientos"|"Establecimientos por número de trabajadores"|"Establecimientos entre 20 y 49 trabajadores"|
"Establecimientos y empresas"|"Establecimientos"|"Establecimientos por número de trabajadores"|"Establecimientos con 50 o más trabajadores"|
"Establecimientos y empresas"|"Establecimientos"|"Establecimientos por número de trabajadores"|"% Establecimientos entre 0 y 2 trabajadores"|
"Establecimientos y empresas"|"Establecimientos"|"Establecimientos por número de trabajadores"|"% Establecimientos entre 3 y 5 trabajadores"|
"Establecimientos y empresas"|"Establecimientos"|"Establecimientos por número de trabajadores"|"% Establecimientos entre 6 y 9 trabajadores"|
"Establecimientos y empresas"|"Establecimientos"|"Establecimientos por número de trabajadores"|"% Establecimientos entre 10 y 19 trabajadores"|
"Establecimientos y empresas"|"Establecimientos"|"Establecimientos por número de trabajadores"|"% Establecimientos entre 20 y 49 trabajadores"|
"Establecimientos y empresas"|"Establecimientos"|"Establecimientos por número de trabajadores"|"% Establecimientos con 50 o más trabajadores"|
"Establecimientos y empresas"|"Establecimientos"|"Establecimientos por 1.000 habitantes"|"Establecimientos por 1.000 habitantes2"|
"Establecimientos y empresas"|"Establecimientos"|"Establecimientos por 1.000 habitantes"|"Establecimientos por 1.000 habitantes: Industria y energía"|
"Establecimientos y empresas"|"Establecimientos"|"Establecimientos por 1.000 habitantes"|"Establecimientos por 1.000 habitantes: Construcción"|
"Establecimientos y empresas"|"Establecimientos"|"Establecimientos por 1.000 habitantes"|"Establecimientos por 1.000 habitantes: Comercio, transporte y hostelería"|
"Establecimientos y empresas"|"Establecimientos"|"Establecimientos por 1.000 habitantes"|"Establecimientos por 1.000 habitantes: Información y comunicaciones"|
"Establecimientos y empresas"|"Establecimientos"|"Establecimientos por 1.000 habitantes"|"Establecimientos por 1.000 habitantes: Actividades financieras y seguros"|
"Establecimientos y empresas"|"Establecimientos"|"Establecimientos por 1.000 habitantes"|"Establecimientos por 1.000 habitantes: Actividades inmobiliarias"|
"Establecimientos y empresas"|"Establecimientos"|"Establecimientos por 1.000 habitantes"|"Establecimientos por 1.000 habitantes: Actividades profesionales"|
"Establecimientos y empresas"|"Establecimientos"|"Establecimientos por 1.000 habitantes"|"Establecimientos por 1.000 habitantes: Adm pública, educación y sanidad"|
"Establecimientos y empresas"|"Establecimientos"|"Establecimientos por 1.000 habitantes"|"Establecimientos por 1.000 habitantes: Otras actividades de servicios"|
"Establecimientos y empresas"|"Establecimientos"|"Establecimientos equipados con nuevas tecnologías"|"% Establecimientos con ordenador personal"|
"Establecimientos y empresas"|"Establecimientos"|"Establecimientos equipados con nuevas tecnologías"|"% Establecimientos con correo electrónico"|
"Establecimientos y empresas"|"Establecimientos"|"Establecimientos equipados con nuevas tecnologías"|"% Establecimientos con internet"|
"Establecimientos y empresas"|"Establecimientos"|"Establecimientos equipados con nuevas tecnologías"|"% Establecimientos con teléfono móvil"|
"Establecimientos y empresas"|"Establecimientos"|"Establecimientos por personalidad jurídica"|"Establecimientos por personalidad jurídica: Persona física"|
"Establecimientos y empresas"|"Establecimientos"|"Establecimientos por personalidad jurídica"|"Establecimientos por personalidad jurídica: Sociedad anónima"|
"Establecimientos y empresas"|"Establecimientos"|"Establecimientos por personalidad jurídica"|"Establecimientos por personalidad jurídica: Sociedad limitada"|
"Establecimientos y empresas"|"Establecimientos"|"Establecimientos por personalidad jurídica"|"Establecimientos por personalidad jurídica: Otras sociedades y asociaciones"|
"Establecimientos y empresas"|"Establecimientos"|"Establecimientos por personalidad jurídica"|"Establecimientos por personalidad jurídica: Otras formas jurídicas"|
"Establecimientos y empresas"|"Establecimientos"|"Establecimientos de comercio minorista"|"Cpm en establecimientos no especializados, con predominio en productos alimenticios, bebidas y tabaco"|
"Establecimientos y empresas"|"Establecimientos"|"Establecimientos de comercio minorista"|"Otro cpm en establecimientos no especializados"|
"Establecimientos y empresas"|"Establecimientos"|"Establecimientos de comercio minorista"|"Cpm de frutas y hortalizas en establecimientos especializados"|
"Establecimientos y empresas"|"Establecimientos"|"Establecimientos de comercio minorista"|"Cpm de carne y productos cárnicos en establecimientos especializados"|
"Establecimientos y empresas"|"Establecimientos"|"Establecimientos de comercio minorista"|"Cpm de pescados y mariscos en establecimientos especializados"|
"Establecimientos y empresas"|"Establecimientos"|"Establecimientos de comercio minorista"|"Cpm de pan y productos de panadería, confitería y pastelería en establecimientos especializados"|
"Establecimientos y empresas"|"Establecimientos"|"Establecimientos de comercio minorista"|"Cpm de bebidas en establecimientos especializados"|
"Establecimientos y empresas"|"Establecimientos"|"Establecimientos de comercio minorista"|"Cpm de productos de tabaco en establecimientos especializados"|
"Establecimientos y empresas"|"Establecimientos"|"Establecimientos de comercio minorista"|"Otro cpm de productos alimenticios en establecimientos especializados"|
"Establecimientos y empresas"|"Establecimientos"|"Establecimientos de comercio minorista"|"Cpm de combustible para la automoción en establecimientos especializados"|
"Establecimientos y empresas"|"Establecimientos"|"Establecimientos de comercio minorista"|"Cpm de ordenadores, equipos periféricos y programas informáticos en establecimientos especializados"|
"Establecimientos y empresas"|"Establecimientos"|"Establecimientos de comercio minorista"|"Cpm de equipos de telecomunicaciones en establecimientos especializados"|
"Establecimientos y empresas"|"Establecimientos"|"Establecimientos de comercio minorista"|"Cpm de equipos de audio y vídeo en establecimientos especializados"|
"Establecimientos y empresas"|"Establecimientos"|"Establecimientos de comercio minorista"|"Cpm de textiles en establecimientos especializados"|
"Establecimientos y empresas"|"Establecimientos"|"Establecimientos de comercio minorista"|"Cpm de ferretería, pintura y vidrio en establecimientos especializados"|
"Establecimientos y empresas"|"Establecimientos"|"Establecimientos de comercio minorista"|"Cpm de alfombras, moquetas y revestimientos de paredes y suelos en establecimientos especializados"|
"Establecimientos y empresas"|"Establecimientos"|"Establecimientos de comercio minorista"|"Cpm de aparatos electrodomésticos en establecimientos especializados"|
"Establecimientos y empresas"|"Establecimientos"|"Establecimientos de comercio minorista"|"Cpm de muebles, aparatos de iluminación y otros artículos de uso doméstico en establecimientos especializados"|
"Establecimientos y empresas"|"Establecimientos"|"Establecimientos de comercio minorista"|"Cpm de libros en establecimientos especializados"|
"Establecimientos y empresas"|"Establecimientos"|"Establecimientos de comercio minorista"|"Cpm de periódicos y artículos de papelería en establecimientos especializados"|
"Establecimientos y empresas"|"Establecimientos"|"Establecimientos de comercio minorista"|"Cpm de grabaciones de música y vídeo en establecimientos especializados"|
"Establecimientos y empresas"|"Establecimientos"|"Establecimientos de comercio minorista"|"Cpm de artículos deportivos en establecimientos especializados"|
"Establecimientos y empresas"|"Establecimientos"|"Establecimientos de comercio minorista"|"Cpm de juegos y juguetes en establecimientos especializados"|
"Establecimientos y empresas"|"Establecimientos"|"Establecimientos de comercio minorista"|"Cpm de prendas de vestir en establecimientos especializados"|
