h1|h2|h3|ind|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Azkentzeagatiko ABEEE-ek kalteturiko emakumeak: E.- Ur-hornidura, Saneamendu-jarduerak, Hondakinen kudeaketa eta deskontaminazioa"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Azkentzeagatiko ABEEE-ek kalteturiko emakumeak: F.- Eraikuntza"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Azkentzeagatiko ABEEE-ek kalteturiko emakumeak: G.- Handizkako eta txikizkako merkataritza, Motordun ibilgailuen eta motoen konponketa"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Azkentzeagatiko ABEEE-ek kalteturiko emakumeak: H.- Garraioa eta biltegiratzea"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Azkentzeagatiko ABEEE-ek kalteturiko emakumeak: I.- Ostalaritza"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Azkentzeagatiko ABEEE-ek kalteturiko emakumeak: J.- Informazioa eta Komunikazioak"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Azkentzeagatiko ABEEE-ek kalteturiko emakumeak: K.- Finantza- eta aseguru-jarduerak"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Azkentzeagatiko ABEEE-ek kalteturiko emakumeak: L.- Higiezinen jarduerak"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Azkentzeagatiko ABEEE-ek kalteturiko emakumeak: M.- Jarduera profesional, zientifiko eta teknikoak"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Azkentzeagatiko ABEEE-ek kalteturiko emakumeak: N.- Administrazio-jarduerak eta zerbitzu osagarriak"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Azkentzeagatiko ABEEE-ek kalteturiko emakumeak: O.- Administrazio publikoa eta defentsa; Nahitaezko Gizarte Segurantza"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Azkentzeagatiko ABEEE-ek kalteturiko emakumeak: P.- Hezkuntza"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Azkentzeagatiko ABEEE-ek kalteturiko emakumeak: Q.- Osasun-jarduerak eta Gizarte Zerbitzuetakoak"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Azkentzeagatiko ABEEE-ek kalteturiko emakumeak: R.- Arte-, jolas- eta entretenimendu-jarduerak"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Azkentzeagatiko ABEEE-ek kalteturiko emakumeak: S.- Bestelako zerbitzuak"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Azkentzeagatiko ABEEE-ek kalteturiko emakumeak: T.- Etxeetako jarduerak, etxeko langileen enplegatzaile; Etxeetako jarduerak, norberak erabiltzeko ondasun eta zerbitzuen ekoizle"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Azkentzeagatiko ABEEE-ek kalteturiko emakumeak: U.- Lurraldez kanpoko erakunde eta organismoen jarduerak"|
"Lan merkatua"|"ABEEEak"|"Eskaturiko ABEEE espedienteak, jarduera-arloen arabera"|"Expedientes de ERTE solicitados de: A.- Agricultura, Ganadería, Silvicultura y Pesca"|
"Lan merkatua"|"ABEEEak"|"Eskaturiko ABEEE espedienteak, jarduera-arloen arabera"|"Expedientes de ERTE solicitados de: B.- Industrias extractivas"|
"Lan merkatua"|"ABEEEak"|"Eskaturiko ABEEE espedienteak, jarduera-arloen arabera"|"Expedientes de ERTE solicitados de: C.- Industria manufacturera"|
"Lan merkatua"|"ABEEEak"|"Eskaturiko ABEEE espedienteak, jarduera-arloen arabera"|"Expedientes de ERTE solicitados de: D.- Suministro de energía eléctrica, gas, vapor y aire acondicionado."|
"Lan merkatua"|"ABEEEak"|"Eskaturiko ABEEE espedienteak, jarduera-arloen arabera"|"Expedientes de ERTE solicitados de: E.- Suministro de agua, Actividades de saneamiento, Gestión de residuos y descontaminación."|
"Lan merkatua"|"ABEEEak"|"Eskaturiko ABEEE espedienteak, jarduera-arloen arabera"|"Expedientes de ERTE solicitados de: F.- Construcción."|
"Lan merkatua"|"ABEEEak"|"Eskaturiko ABEEE espedienteak, jarduera-arloen arabera"|"Expedientes de ERTE solicitados de: G.- Comercio al por mayor y al por menor, Reparación de vehículos de motor y motocicletas."|
"Lan merkatua"|"ABEEEak"|"Eskaturiko ABEEE espedienteak, jarduera-arloen arabera"|"Expedientes de ERTE solicitados de: H.- Transporte y almacenamiento."|
"Lan merkatua"|"ABEEEak"|"Eskaturiko ABEEE espedienteak, jarduera-arloen arabera"|"Expedientes de ERTE solicitados de: I.- Hostelería."|
"Lan merkatua"|"ABEEEak"|"Eskaturiko ABEEE espedienteak, jarduera-arloen arabera"|"Expedientes de ERTE solicitados de: J.- Información y Comunicaciones."|
"Lan merkatua"|"ABEEEak"|"Eskaturiko ABEEE espedienteak, jarduera-arloen arabera"|"Expedientes de ERTE solicitados de: K.- Actividades financieras y de seguros."|
"Lan merkatua"|"ABEEEak"|"Eskaturiko ABEEE espedienteak, jarduera-arloen arabera"|"Expedientes de ERTE solicitados de: L.- Actividades inmobiliarias."|
"Lan merkatua"|"ABEEEak"|"Eskaturiko ABEEE espedienteak, jarduera-arloen arabera"|"Expedientes de ERTE solicitados de: M.- Actividades profesionales, científicas y técnicas."|
"Lan merkatua"|"ABEEEak"|"Eskaturiko ABEEE espedienteak, jarduera-arloen arabera"|"Expedientes de ERTE solicitados de: N.- Actividades administrativas y servicios auxiliares."|
"Lan merkatua"|"ABEEEak"|"Eskaturiko ABEEE espedienteak, jarduera-arloen arabera"|"Expedientes de ERTE solicitados de: O.- Administración pública y defensa; Seguridad Social obligatoria."|
"Lan merkatua"|"ABEEEak"|"Eskaturiko ABEEE espedienteak, jarduera-arloen arabera"|"Expedientes de ERTE solicitados de: P.- Educación."|
"Lan merkatua"|"ABEEEak"|"Eskaturiko ABEEE espedienteak, jarduera-arloen arabera"|"Expedientes de ERTE solicitados de: Q.- Actividades sanitarias y de Servicios Sociales."|
"Lan merkatua"|"ABEEEak"|"Eskaturiko ABEEE espedienteak, jarduera-arloen arabera"|"Expedientes de ERTE solicitados de: R.- Actividades artísticas, recreativas y de entretenimiento."|
"Lan merkatua"|"ABEEEak"|"Eskaturiko ABEEE espedienteak, jarduera-arloen arabera"|"Expedientes de ERTE solicitados de: S.- Otros servicios."|
"Lan merkatua"|"ABEEEak"|"Eskaturiko ABEEE espedienteak, jarduera-arloen arabera"|"Expedientes de ERTE solicitados de: T.- Actividades de los hogares como empleadores de personal doméstico; Actividades de los hogares como productores de bienes y servicios para uso propio."|
"Lan merkatua"|"ABEEEak"|"Eskaturiko ABEEE espedienteak, jarduera-arloen arabera"|"Expedientes de ERTE solicitados de: U.- Actividades de organizaciones y organismos extraterritoriales."|
"Lan merkatua"|"ABEEEak"|"Eskaturiko ABEEE espedienteak, jarduera-arloen arabera"|"Expedientes de ERTE solicitados por suspensión: A.- Agricultura, Ganadería, Silvicultura y Pesca"|
"Lan merkatua"|"ABEEEak"|"Eskaturiko ABEEE espedienteak, jarduera-arloen arabera"|"Expedientes de ERTE solicitados por suspensión: B.- Industrias extractivas"|
"Lan merkatua"|"ABEEEak"|"Eskaturiko ABEEE espedienteak, jarduera-arloen arabera"|"Expedientes de ERTE solicitados por suspensión: C.- Industria manufacturera"|
"Lan merkatua"|"ABEEEak"|"Eskaturiko ABEEE espedienteak, jarduera-arloen arabera"|"Expedientes de ERTE solicitados por suspensión: D.- Suministro de energía eléctrica, gas, vapor y aire acondicionado."|
"Lan merkatua"|"ABEEEak"|"Eskaturiko ABEEE espedienteak, jarduera-arloen arabera"|"Expedientes de ERTE solicitados por suspensión: E.- Suministro de agua, Actividades de saneamiento, Gestión de residuos y descontaminación."|
"Lan merkatua"|"ABEEEak"|"Eskaturiko ABEEE espedienteak, jarduera-arloen arabera"|"Expedientes de ERTE solicitados por suspensión: F.- Construcción."|
"Lan merkatua"|"ABEEEak"|"Eskaturiko ABEEE espedienteak, jarduera-arloen arabera"|"Expedientes de ERTE solicitados por suspensión: G.- Comercio al por mayor y al por menor, Reparación de vehículos de motor y motocicletas."|
"Lan merkatua"|"ABEEEak"|"Eskaturiko ABEEE espedienteak, jarduera-arloen arabera"|"Expedientes de ERTE solicitados por suspensión: H.- Transporte y almacenamiento."|
"Lan merkatua"|"ABEEEak"|"Eskaturiko ABEEE espedienteak, jarduera-arloen arabera"|"Expedientes de ERTE solicitados por suspensión: I.- Hostelería."|
"Lan merkatua"|"ABEEEak"|"Eskaturiko ABEEE espedienteak, jarduera-arloen arabera"|"Expedientes de ERTE solicitados por suspensión: J.- Información y Comunicaciones."|
"Lan merkatua"|"ABEEEak"|"Eskaturiko ABEEE espedienteak, jarduera-arloen arabera"|"Expedientes de ERTE solicitados por suspensión: K.- Actividades financieras y de seguros."|
"Lan merkatua"|"ABEEEak"|"Eskaturiko ABEEE espedienteak, jarduera-arloen arabera"|"Expedientes de ERTE solicitados por suspensión: L.- Actividades inmobiliarias."|
"Lan merkatua"|"ABEEEak"|"Eskaturiko ABEEE espedienteak, jarduera-arloen arabera"|"Expedientes de ERTE solicitados por suspensión: M.- Actividades profesionales, científicas y técnicas."|
"Lan merkatua"|"ABEEEak"|"Eskaturiko ABEEE espedienteak, jarduera-arloen arabera"|"Expedientes de ERTE solicitados por suspensión: N.- Actividades administrativas y servicios auxiliares."|
"Lan merkatua"|"ABEEEak"|"Eskaturiko ABEEE espedienteak, jarduera-arloen arabera"|"Expedientes de ERTE solicitados por suspensión: O.- Administración pública y defensa; Seguridad Social obligatoria."|
"Lan merkatua"|"ABEEEak"|"Eskaturiko ABEEE espedienteak, jarduera-arloen arabera"|"Expedientes de ERTE solicitados por suspensión: P.- Educación."|
"Lan merkatua"|"ABEEEak"|"Eskaturiko ABEEE espedienteak, jarduera-arloen arabera"|"Expedientes de ERTE solicitados por suspensión: Q.- Actividades sanitarias y de Servicios Sociales."|
"Lan merkatua"|"ABEEEak"|"Eskaturiko ABEEE espedienteak, jarduera-arloen arabera"|"Expedientes de ERTE solicitados por suspensión: R.- Actividades artísticas, recreativas y de entretenimiento."|
"Lan merkatua"|"ABEEEak"|"Eskaturiko ABEEE espedienteak, jarduera-arloen arabera"|"Expedientes de ERTE solicitados por suspensión: S.- Otros servicios."|
"Lan merkatua"|"ABEEEak"|"Eskaturiko ABEEE espedienteak, jarduera-arloen arabera"|"Expedientes de ERTE solicitados por suspensión: T.- Actividades de los hogares como empleadores de personal doméstico; Actividades de los hogares como productores de bienes y servicios para uso propio."|
"Lan merkatua"|"ABEEEak"|"Eskaturiko ABEEE espedienteak, jarduera-arloen arabera"|"Expedientes de ERTE solicitados por suspensión: U.- Actividades de organizaciones y organismos extraterritoriales."|
"Lan merkatua"|"ABEEEak"|"Eskaturiko ABEEE espedienteak, jarduera-arloen arabera"|"Expedientes de ERTE solicitados por reducción: A.- Agricultaura, Ganadería, Silvicultura y Pesca"|
"Lan merkatua"|"ABEEEak"|"Eskaturiko ABEEE espedienteak, jarduera-arloen arabera"|"Expedientes de ERTE solicitados por reducción: B.- Industrias extractivas"|
"Lan merkatua"|"ABEEEak"|"Eskaturiko ABEEE espedienteak, jarduera-arloen arabera"|"Expedientes de ERTE solicitados por reducción: C.- Industria manufacturera"|
"Lan merkatua"|"ABEEEak"|"Eskaturiko ABEEE espedienteak, jarduera-arloen arabera"|"Expedientes de ERTE solicitados por reducción: D.- Suministro de energía eléctrica, gas, vapor y aire acondicionado."|
"Lan merkatua"|"ABEEEak"|"Eskaturiko ABEEE espedienteak, jarduera-arloen arabera"|"Expedientes de ERTE solicitados por reducción: E.- Suministro de agua, Actividades de saneamiento, Gestión de residuos y descontaminación."|
"Lan merkatua"|"ABEEEak"|"Eskaturiko ABEEE espedienteak, jarduera-arloen arabera"|"Expedientes de ERTE solicitados por reducción: F.- Construcción."|
"Lan merkatua"|"ABEEEak"|"Eskaturiko ABEEE espedienteak, jarduera-arloen arabera"|"Expedientes de ERTE solicitados por reducción: G.- Comercio al por mayor y al por menor, Reparación de vehículos de motor y motocicletas."|
"Lan merkatua"|"ABEEEak"|"Eskaturiko ABEEE espedienteak, jarduera-arloen arabera"|"Expedientes de ERTE solicitados por reducción: H.- Transporte y almacenamiento."|
"Lan merkatua"|"ABEEEak"|"Eskaturiko ABEEE espedienteak, jarduera-arloen arabera"|"Expedientes de ERTE solicitados por reducción: I.- Hostelería."|
"Lan merkatua"|"ABEEEak"|"Eskaturiko ABEEE espedienteak, jarduera-arloen arabera"|"Expedientes de ERTE solicitados por reducción: J.- Información y Comunicaciones."|
"Lan merkatua"|"ABEEEak"|"Eskaturiko ABEEE espedienteak, jarduera-arloen arabera"|"Expedientes de ERTE solicitados por reducción: K.- Actividades financieras y de seguros."|
"Lan merkatua"|"ABEEEak"|"Eskaturiko ABEEE espedienteak, jarduera-arloen arabera"|"Expedientes de ERTE solicitados por reducción: L.- Actividades inmobiliarias."|
"Lan merkatua"|"ABEEEak"|"Eskaturiko ABEEE espedienteak, jarduera-arloen arabera"|"Expedientes de ERTE solicitados por reducción: M.- Actividades profesionales, científicas y técnicas."|
"Lan merkatua"|"ABEEEak"|"Eskaturiko ABEEE espedienteak, jarduera-arloen arabera"|"Expedientes de ERTE solicitados por reducción: N.- Actividades administrativas y servicios auxiliares."|
"Lan merkatua"|"ABEEEak"|"Eskaturiko ABEEE espedienteak, jarduera-arloen arabera"|"Expedientes de ERTE solicitados por reducción: O.- Administración pública y defensa; Seguridad Social obligatoria."|
"Lan merkatua"|"ABEEEak"|"Eskaturiko ABEEE espedienteak, jarduera-arloen arabera"|"Expedientes de ERTE solicitados por reducción: P.- Educación."|
"Lan merkatua"|"ABEEEak"|"Eskaturiko ABEEE espedienteak, jarduera-arloen arabera"|"Expedientes de ERTE solicitados por reducción: Q.- Actividades sanitarias y de Servicios Sociales."|
"Lan merkatua"|"ABEEEak"|"Eskaturiko ABEEE espedienteak, jarduera-arloen arabera"|"Expedientes de ERTE solicitados por reducción: R.- Actividades artísticas, recreativas y de entretenimiento."|
"Lan merkatua"|"ABEEEak"|"Eskaturiko ABEEE espedienteak, jarduera-arloen arabera"|"Expedientes de ERTE solicitados por reducción: S.- Otros servicios."|
"Lan merkatua"|"ABEEEak"|"Eskaturiko ABEEE espedienteak, jarduera-arloen arabera"|"Expedientes de ERTE solicitados por reducción: T.- Actividades de los hogares como empleadores de personal doméstico; Actividades de los hogares como productores de bienes y servicios para uso propio."|
"Lan merkatua"|"ABEEEak"|"Eskaturiko ABEEE espedienteak, jarduera-arloen arabera"|"Expedientes de ERTE solicitados por reducción: U.- Actividades de organizaciones y organismos extraterritoriales."|
"Lan merkatua"|"ABEEEak"|"Eskaturiko ABEEE espedienteak, jarduera-arloen arabera"|"Expedientes de ERTE solicitados por extinción: A.- Agricultaura, Ganadería, Silvicultura y Pesca"|
"Lan merkatua"|"ABEEEak"|"Eskaturiko ABEEE espedienteak, jarduera-arloen arabera"|"Expedientes de ERTE solicitados por extinción: B.- Industrias extractivas"|
"Lan merkatua"|"ABEEEak"|"Eskaturiko ABEEE espedienteak, jarduera-arloen arabera"|"Expedientes de ERTE solicitados por extinción: C.- Industria manufacturera"|
"Lan merkatua"|"ABEEEak"|"Eskaturiko ABEEE espedienteak, jarduera-arloen arabera"|"Expedientes de ERTE solicitados por extinción: D.- Suministro de energía eléctrica, gas, vapor y aire acondicionado."|
"Lan merkatua"|"ABEEEak"|"Eskaturiko ABEEE espedienteak, jarduera-arloen arabera"|"Expedientes de ERTE solicitados por extinción: E.- Suministro de agua, Actividades de saneamiento, Gestión de residuos y descontaminación."|
"Lan merkatua"|"ABEEEak"|"Eskaturiko ABEEE espedienteak, jarduera-arloen arabera"|"Expedientes de ERTE solicitados por extinción: F.- Construcción."|
"Lan merkatua"|"ABEEEak"|"Eskaturiko ABEEE espedienteak, jarduera-arloen arabera"|"Expedientes de ERTE solicitados por extinción: G.- Comercio al por mayor y al por menor, Reparación de vehículos de motor y motocicletas."|
"Lan merkatua"|"ABEEEak"|"Eskaturiko ABEEE espedienteak, jarduera-arloen arabera"|"Expedientes de ERTE solicitados por extinción: H.- Transporte y almacenamiento."|
"Lan merkatua"|"ABEEEak"|"Eskaturiko ABEEE espedienteak, jarduera-arloen arabera"|"Expedientes de ERTE solicitados por extinción: I.- Hostelería."|
"Lan merkatua"|"ABEEEak"|"Eskaturiko ABEEE espedienteak, jarduera-arloen arabera"|"Expedientes de ERTE solicitados por extinción: J.- Información y Comunicaciones."|
"Lan merkatua"|"ABEEEak"|"Eskaturiko ABEEE espedienteak, jarduera-arloen arabera"|"Expedientes de ERTE solicitados por extinción: K.- Actividades financieras y de seguros."|
"Lan merkatua"|"ABEEEak"|"Eskaturiko ABEEE espedienteak, jarduera-arloen arabera"|"Expedientes de ERTE solicitados por extinción: L.- Actividades inmobiliarias."|
"Lan merkatua"|"ABEEEak"|"Eskaturiko ABEEE espedienteak, jarduera-arloen arabera"|"Expedientes de ERTE solicitados por extinción: M.- Actividades profesionales, científicas y técnicas."|
"Lan merkatua"|"ABEEEak"|"Eskaturiko ABEEE espedienteak, jarduera-arloen arabera"|"Expedientes de ERTE solicitados por extinción: N.- Actividades administrativas y servicios auxiliares."|
"Lan merkatua"|"ABEEEak"|"Eskaturiko ABEEE espedienteak, jarduera-arloen arabera"|"Expedientes de ERTE solicitados por extinción: O.- Administración pública y defensa; Seguridad Social obligatoria."|
"Lan merkatua"|"ABEEEak"|"Eskaturiko ABEEE espedienteak, jarduera-arloen arabera"|"Expedientes de ERTE solicitados por extinción: P.- Educación."|
"Lan merkatua"|"ABEEEak"|"Eskaturiko ABEEE espedienteak, jarduera-arloen arabera"|"Expedientes de ERTE solicitados por extinción: Q.- Actividades sanitarias y de Servicios Sociales."|
"Lan merkatua"|"ABEEEak"|"Eskaturiko ABEEE espedienteak, jarduera-arloen arabera"|"Expedientes de ERTE solicitados por extinción: R.- Actividades artísticas, recreativas y de entretenimiento."|
"Lan merkatua"|"ABEEEak"|"Eskaturiko ABEEE espedienteak, jarduera-arloen arabera"|"Expedientes de ERTE solicitados por extinción: S.- Otros servicios."|
"Lan merkatua"|"ABEEEak"|"Eskaturiko ABEEE espedienteak, jarduera-arloen arabera"|"Expedientes de ERTE solicitados por extinción: T.- Actividades de los hogares como empleadores de personal doméstico; Actividades de los hogares como productores de bienes y servicios para uso propio."|
"Lan merkatua"|"ABEEEak"|"Eskaturiko ABEEE espedienteak, jarduera-arloen arabera"|"Expedientes de ERTE solicitados por extinción: U.- Actividades de organizaciones y organismos extraterritoriales."|
"Lan merkatua"|"Ezbehar-tasa"|"-"|"Baja eragin duten lanaldiko istripuak"|
"Lan merkatua"|"Ezbehar-tasa"|"-"|"Baja eragin duten lanaldiko istripuak sexuaren arabera: Gizonezkoak"|
"Lan merkatua"|"Ezbehar-tasa"|"-"|"Baja eragin duten lanaldiko istripuak sexuaren arabera: Emakumezkoak"|
"Lan merkatua"|"Ezbehar-tasa"|"-"|"Baja eragin duten lanaldiko istripuak sektorearen arabera: Nekazaritza, abeltzaintza eta arrantza"|
"Lan merkatua"|"Ezbehar-tasa"|"-"|"Baja eragin duten lanaldiko istripuak sektorearen arabera: Industria"|
"Lan merkatua"|"Ezbehar-tasa"|"-"|"Baja eragin duten lanaldiko istripuak sektorearen arabera: Eraikuntza"|
"Lan merkatua"|"Ezbehar-tasa"|"-"|"Baja eragin duten lanaldiko istripuak sektorearen arabera: Zerbitzuak"|
"Lan merkatua"|"Ezbehar-tasa"|"-"|"Baja eragin duten lanaldiko istripuak larritasunaren arabera: Arinak"|
"Lan merkatua"|"Ezbehar-tasa"|"-"|"Baja eragin duten lanaldiko istripuak larritasunaren arabera: Larriak"|
"Lan merkatua"|"Ezbehar-tasa"|"-"|"Baja eragin duten lanaldiko istripuak larritasunaren arabera: Hilgarriak"|
"Ekonomia eta lehiakortasuna"|"Establezimenduak"|"Establezimenduak eta enplegua"|"Establezimenduak2"|
"Ekonomia eta lehiakortasuna"|"Establezimenduak"|"Establezimenduak eta enplegua"|"Establezimenduen batez besteko tamaina (langileak)"|
"Ekonomia eta lehiakortasuna"|"Establezimenduak"|"Establezimenduak eta enplegua"|"Industria establezimenduen batez besteko tamaina (langileak)"|
"Ekonomia eta lehiakortasuna"|"Establezimenduak"|"Establezimenduak eta enplegua"|"Establezimenduen saldo garbia (‰ biztanleko)"|
"Ekonomia eta lehiakortasuna"|"Establezimenduak"|"Establezimenduak eta enplegua"|"Establezimendu berrien sorkuntza tasa (‰ biztanleko)"|
"Ekonomia eta lehiakortasuna"|"Establezimenduak"|"Establezimenduak eta enplegua"|"Establezimenduetako enplegua"|
"Ekonomia eta lehiakortasuna"|"Establezimenduak"|"Establezimenduak eta enplegua"|"Urte arteko enplegu aldakuntza"|
"Ekonomia eta lehiakortasuna"|"Establezimenduak"|"Establezimenduak eta enplegua"|"Mikroenpresek (10 langile baino gutxiagokoek) sortutako enpleguaren %"|
"Ekonomia eta lehiakortasuna"|"Establezimenduak"|"Establezimenduak jardueraren arabera"|"Jardueraren araberako establezimenduak: Nekazaritza, abeltzaintza eta arrantza"|
"Ekonomia eta lehiakortasuna"|"Establezimenduak"|"Establezimenduak jardueraren arabera"|"Jardueraren araberako establezimenduak: Industria eta energia"|
"Ekonomia eta lehiakortasuna"|"Establezimenduak"|"Establezimenduak jardueraren arabera"|"Jardueraren araberako establezimenduak: Eraikuntza"|
"Ekonomia eta lehiakortasuna"|"Establezimenduak"|"Establezimenduak jardueraren arabera"|"Jardueraren araberako establezimenduak: Merkataritza, garraioa, ostalaritza."|
"Ekonomia eta lehiakortasuna"|"Establezimenduak"|"Establezimenduak jardueraren arabera"|"Jardueraren araberako establezimenduak: Informazioa eta komunikazioak"|
"Ekonomia eta lehiakortasuna"|"Establezimenduak"|"Establezimenduak jardueraren arabera"|"Jardueraren araberako establezimenduak: Finantza jarduerak eta aseguruak"|
"Ekonomia eta lehiakortasuna"|"Establezimenduak"|"Establezimenduak jardueraren arabera"|"Jardueraren araberako establezimenduak: Higiezinen jarduerak"|
"Ekonomia eta lehiakortasuna"|"Establezimenduak"|"Establezimenduak jardueraren arabera"|"Jardueraren araberako establezimenduak: Jarduera profesionalak"|
"Ekonomia eta lehiakortasuna"|"Establezimenduak"|"Establezimenduak jardueraren arabera"|"Jardueraren araberako establezimenduak: Adm publ, hezkuntza eta osasuna"|
"Ekonomia eta lehiakortasuna"|"Establezimenduak"|"Establezimenduak jardueraren arabera"|"Jardueraren araberako establezimenduak: Zerbitzuen bestelako jarduerak"|
"Ekonomia eta lehiakortasuna"|"Establezimenduak"|"Establezimenduak jardueraren arabera"|"Jardueraren araberako establezimenduen %: Nekazaritza, abeltzaintza eta arrantza"|
"Ekonomia eta lehiakortasuna"|"Establezimenduak"|"Establezimenduak jardueraren arabera"|"Jardueraren araberako establezimenduen %: Industria eta energia"|
"Ekonomia eta lehiakortasuna"|"Establezimenduak"|"Establezimenduak jardueraren arabera"|"Jardueraren araberako establezimenduen %: Eraikuntza"|
"Ekonomia eta lehiakortasuna"|"Establezimenduak"|"Establezimenduak jardueraren arabera"|"Jardueraren araberako establezimenduen %: Merkataritza, garraioa, ostalaritza"|
"Ekonomia eta lehiakortasuna"|"Establezimenduak"|"Establezimenduak jardueraren arabera"|"Jardueraren araberako establezimenduen %: Informazioa eta komunikazioak"|
"Ekonomia eta lehiakortasuna"|"Establezimenduak"|"Establezimenduak jardueraren arabera"|"Jardueraren araberako establezimenduen %: Finantza jarduerak eta aseguruak"|
"Ekonomia eta lehiakortasuna"|"Establezimenduak"|"Establezimenduak jardueraren arabera"|"Jardueraren araberako establezimenduen %: Higiezinen jarduerak"|
"Ekonomia eta lehiakortasuna"|"Establezimenduak"|"Establezimenduak jardueraren arabera"|"Jardueraren araberako establezimenduen %: jarduera profesionalak"|
"Ekonomia eta lehiakortasuna"|"Establezimenduak"|"Establezimenduak jardueraren arabera"|"Jardueraren araberako establezimenduen %:Adm.publikoa, hezkuntza, osasuna"|
"Ekonomia eta lehiakortasuna"|"Establezimenduak"|"Establezimenduak jardueraren arabera"|"Jardueraren araberako establezimenduen %: Zerbitzuen bestelako jarduerak"|
"Ekonomia eta lehiakortasuna"|"Establezimenduak"|"Establezimenduak langile kopuruaren arabera"|"0-2 langile arteko establezimenduak"|
"Ekonomia eta lehiakortasuna"|"Establezimenduak"|"Establezimenduak langile kopuruaren arabera"|"3-5 langile arteko establezimenduak"|
"Ekonomia eta lehiakortasuna"|"Establezimenduak"|"Establezimenduak langile kopuruaren arabera"|"6-9 langile arteko establezimenduak"|
"Ekonomia eta lehiakortasuna"|"Establezimenduak"|"Establezimenduak langile kopuruaren arabera"|"10-19 langile arteko establezimenduak"|
"Ekonomia eta lehiakortasuna"|"Establezimenduak"|"Establezimenduak langile kopuruaren arabera"|"20-49 langile arteko establezimenduak"|
"Ekonomia eta lehiakortasuna"|"Establezimenduak"|"Establezimenduak langile kopuruaren arabera"|"50 edo langile gehiagoko establezimenduak"|
"Ekonomia eta lehiakortasuna"|"Establezimenduak"|"Establezimenduak langile kopuruaren arabera"|"0-2 langile arteko establezimenduen %"|
"Ekonomia eta lehiakortasuna"|"Establezimenduak"|"Establezimenduak langile kopuruaren arabera"|"3-5 langile arteko establezimenduen %"|
"Ekonomia eta lehiakortasuna"|"Establezimenduak"|"Establezimenduak langile kopuruaren arabera"|"6-9 langile arteko establezimenduen %"|
"Ekonomia eta lehiakortasuna"|"Establezimenduak"|"Establezimenduak langile kopuruaren arabera"|"10-19 langile arteko establezimenduen %"|
"Ekonomia eta lehiakortasuna"|"Establezimenduak"|"Establezimenduak langile kopuruaren arabera"|"20-49 langile arteko establezimenduen %"|
"Ekonomia eta lehiakortasuna"|"Establezimenduak"|"Establezimenduak langile kopuruaren arabera"|"50 edo langile gehiagoko establezimenduen %"|
"Ekonomia eta lehiakortasuna"|"Establezimenduak"|"Establezimenduak 1.000 biztanleko"|"Establezimenduak 1000 biztanleko"|
"Ekonomia eta lehiakortasuna"|"Establezimenduak"|"Establezimenduak 1.000 biztanleko"|"Establezimenduak 1000 biztanleko: Industria eta energia"|
"Ekonomia eta lehiakortasuna"|"Establezimenduak"|"Establezimenduak 1.000 biztanleko"|"Establezimenduak 1000 biztanleko: Eraikuntza"|
"Ekonomia eta lehiakortasuna"|"Establezimenduak"|"Establezimenduak 1.000 biztanleko"|"Establezimenduak 1000 biztanleko: Merkataritza, garraioa eta ostalaritza"|
"Ekonomia eta lehiakortasuna"|"Establezimenduak"|"Establezimenduak 1.000 biztanleko"|"Establezimenduak 1000 biztanleko: Informazioa eta komunikazioak"|
